MESO_,codigo,MES,ANO,PRECIPITACAO
Sertão Pernambucano,10-3,3,98-99,"73,5993"
Sertão Pernambucano,11-3,3,98-99,"69,2922"
Sertão Pernambucano,12-3,3,98-99,"68,6249"
Sertão Pernambucano,13-3,3,98-99,"69,3137"
Sertão Pernambucano,14-3,3,98-99,"73,8399"
Sertão Pernambucano,15-3,3,98-99,"72,6941"
Sertão Pernambucano,16-3,3,98-99,"68,4737"
Fora do Estado,17-3,3,98-99,"61,7582"
Fora do Estado,18-3,3,98-99,"46,9517"
Agreste Pernambucano,21-3,3,98-99,"41,1951"
Agreste Pernambucano,22-3,3,98-99,"44,8720"
Agreste Pernambucano,23-3,3,98-99,"50,1394"
Agreste Pernambucano,24-3,3,98-99,"53,1836"
Mata Pernambucana,25-3,3,98-99,"53,1106"
Metropolitana do Recife,26-3,3,98-99,"58,2186"
Fora do Estado,1-4,3,98-99,"68,7834"
Fora do Estado,2-4,3,98-99,"61,5821"
Fora do Estado,3-4,3,98-99,"59,2399"
Sertão Pernambucano,4-4,3,98-99,"57,8032"
Sertão Pernambucano,5-4,3,98-99,"49,8980"
Sertão Pernambucano,7-4,3,98-99,"45,6268"
São Francisco Pernambucano,8-4,3,98-99,"46,2171"
Sertão Pernambucano,9-4,3,98-99,"45,8801"
Sertão Pernambucano,10-4,3,98-99,"39,8469"
Sertão Pernambucano,11-4,3,98-99,"39,5383"
Sertão Pernambucano,12-4,3,98-99,"39,7857"
Sertão Pernambucano,13-4,3,98-99,"41,8001"
Sertão Pernambucano,14-4,3,98-99,"57,9703"
Sertão Pernambucano,15-4,3,98-99,"55,0081"
Sertão Pernambucano,16-4,3,98-99,"53,9036"
Fora do Estado,17-4,3,98-99,"48,4893"
Fora do Estado,18-4,3,98-99,"29,1618"
Agreste Pernambucano,20-4,3,98-99,"24,0387"
Agreste Pernambucano,21-4,3,98-99,"28,0288"
Agreste Pernambucano,22-4,3,98-99,"56,9056"
Agreste Pernambucano,23-4,3,98-99,"65,2921"
Mata Pernambucana,24-4,3,98-99,"70,3754"
Metropolitana do Recife,25-4,3,98-99,"72,5305"
Fora do Estado,26-4,3,98-99,"69,1396"
Fora do Estado,1-5,3,98-99,"52,8671"
São Francisco Pernambucano,2-5,3,98-99,"46,1779"
São Francisco Pernambucano,3-5,3,98-99,"45,8113"
Sertão Pernambucano,4-5,3,98-99,"44,6128"
São Francisco Pernambucano,5-5,3,98-99,"38,1106"
São Francisco Pernambucano,6-5,3,98-99,"36,7090"
São Francisco Pernambucano,7-5,3,98-99,"33,9171"
São Francisco Pernambucano,8-5,3,98-99,"32,3863"
São Francisco Pernambucano,9-5,3,98-99,"33,2380"
São Francisco Pernambucano,10-5,3,98-99,"28,8497"
São Francisco Pernambucano,11-5,3,98-99,"28,2852"
São Francisco Pernambucano,12-5,3,98-99,"27,9175"
Sertão Pernambucano,13-5,3,98-99,"30,9255"
Sertão Pernambucano,14-5,3,98-99,"44,2022"
Sertão Pernambucano,15-5,3,98-99,"42,0478"
Sertão Pernambucano,16-5,3,98-99,"42,0283"
Sertão Pernambucano,17-5,3,98-99,"40,0074"
Agreste Pernambucano,18-5,3,98-99,"21,6736"
Agreste Pernambucano,20-5,3,98-99,"20,2087"
Agreste Pernambucano,22-5,3,98-99,"57,4499"
Agreste Pernambucano,23-5,3,98-99,"69,3236"
Mata Pernambucana,24-5,3,98-99,"76,1113"
Metropolitana do Recife,25-5,3,98-99,"78,5619"
Fora do Estado,26-5,3,98-99,"75,5846"
São Francisco Pernambucano,1-6,3,98-99,"38,9724"
São Francisco Pernambucano,2-6,3,98-99,"35,0242"
São Francisco Pernambucano,4-6,3,98-99,"30,3522"
São Francisco Pernambucano,5-6,3,98-99,"28,9714"
São Francisco Pernambucano,7-6,3,98-99,"24,3024"
Fora do Estado,8-6,3,98-99,"22,6079"
São Francisco Pernambucano,9-6,3,98-99,"21,9425"
São Francisco Pernambucano,10-6,3,98-99,"19,2864"
São Francisco Pernambucano,11-6,3,98-99,"18,5432"
São Francisco Pernambucano,12-6,3,98-99,"19,7817"
Sertão Pernambucano,14-6,3,98-99,"30,1917"
Sertão Pernambucano,15-6,3,98-99,"32,8938"
Agreste Pernambucano,16-6,3,98-99,"33,9083"
Agreste Pernambucano,17-6,3,98-99,"31,5842"
Agreste Pernambucano,19-6,3,98-99,"16,9206"
Agreste Pernambucano,20-6,3,98-99,"19,2415"
Mata Pernambucana,23-6,3,98-99,"71,1320"
Mata Pernambucana,24-6,3,98-99,"78,2995"
Fora do Estado,26-6,3,98-99,"78,5102"
Fora do Estado,1-7,3,98-99,"33,1210"
São Francisco Pernambucano,3-7,3,98-99,"27,1863"
São Francisco Pernambucano,5-7,3,98-99,"23,2225"
Fora do Estado,6-7,3,98-99,"21,5885"
Fora do Estado,8-7,3,98-99,"15,8778"
Fora do Estado,9-7,3,98-99,"15,9935"
Fora do Estado,10-7,3,98-99,"13,8323"
São Francisco Pernambucano,11-7,3,98-99,"12,6500"
São Francisco Pernambucano,13-7,3,98-99,"16,8683"
Sertão Pernambucano,14-7,3,98-99,"24,9101"
Sertão Pernambucano,15-7,3,98-99,"28,3032"
Agreste Pernambucano,19-7,3,98-99,"19,2031"
Agreste Pernambucano,20-7,3,98-99,"21,4742"
Agreste Pernambucano,21-7,3,98-99,"27,1908"
Mata Pernambucana,23-7,3,98-99,"69,2973"
Fora do Estado,24-7,3,98-99,"75,9756"
Fora do Estado,25-7,3,98-99,"78,8199"
Fora do Estado,1-8,3,98-99,"20,2275"
Fora do Estado,2-8,3,98-99,"30,0279"
São Francisco Pernambucano,3-8,3,98-99,"26,8483"
São Francisco Pernambucano,4-8,3,98-99,"24,8463"
Fora do Estado,5-8,3,98-99,"22,3794"
Fora do Estado,6-8,3,98-99,"1,6122"
Fora do Estado,7-8,3,98-99,"1,1843"
Fora do Estado,8-8,3,98-99,"1,5484"
Fora do Estado,9-8,3,98-99,"2,4184"
Fora do Estado,10-8,3,98-99,"1,8466"
Fora do Estado,11-8,3,98-99,"0,9358"
Fora do Estado,12-8,3,98-99,"2,0968"
Fora do Estado,14-8,3,98-99,"17,3415"
Fora do Estado,15-8,3,98-99,"20,1083"
Agreste Pernambucano,20-8,3,98-99,"36,8955"
Fora do Estado,21-8,3,98-99,"44,4203"
Fora do Estado,23-8,3,98-99,"61,9984"
Fora do Estado,24-8,3,98-99,"67,5589"
Fora do Estado,25-8,3,98-99,"70,1297"
Fora do Estado,26-8,3,98-99,"20,2500"
Fora do Estado,1-9,3,98-99,"18,4708"
Fora do Estado,2-9,3,98-99,"24,3635"
São Francisco Pernambucano,3-9,3,98-99,"21,0283"
Fora do Estado,7-9,3,98-99,"3,1192"
Fora do Estado,8-9,3,98-99,"2,9883"
Fora do Estado,11-9,3,98-99,"1,5683"
Fora do Estado,13-9,3,98-99,"2,2195"
Fora do Estado,14-9,3,98-99,"14,4207"
Fora do Estado,15-9,3,98-99,"16,9860"
Fora do Estado,18-9,3,98-99,"30,2311"
Fora do Estado,19-9,3,98-99,"34,5431"
Fora do Estado,20-9,3,98-99,"40,1111"
Fora do Estado,21-9,3,98-99,"45,9552"
Fora do Estado,23-9,3,98-99,"61,1045"
Fora do Estado,24-9,3,98-99,"66,1350"
Fora do Estado,25-9,3,98-99,"67,3771"
Fora do Estado,26-9,3,98-99,"36,9900"
Fora do Estado,3-1,3,98-99,"114,1170"
Sertão Pernambucano,4-1,3,98-99,"110,1985"
Agreste Pernambucano,20-3,3,98-99,"36,8488"
Fora do Estado,19-2,3,98-99,"47,1364"
Fora do Estado,19-3,3,98-99,"38,6617"
Agreste Pernambucano,19-4,3,98-99,"23,3966"
Agreste Pernambucano,19-5,3,98-99,"18,2017"
São Francisco Pernambucano,4-9,3,98-99,"20,3477"
Fora do Estado,5-9,3,98-99,"15,0835"
Fora do Estado,6-9,3,98-99,"4,3646"
Fora do Estado,9-9,3,98-99,"5,9530"
Fora do Estado,10-9,3,98-99,"2,3330"
Agreste Pernambucano,17-7,3,98-99,"30,7510"
Fora do Estado,16-8,3,98-99,"24,2050"
Fora do Estado,16-9,3,98-99,"20,4182"
Agreste Pernambucano,16-7,3,98-99,"30,3799"
Agreste Pernambucano,19-8,3,98-99,"31,6043"
Agreste Pernambucano,18-8,3,98-99,"30,4139"
Agreste Pernambucano,17-8,3,98-99,"25,7899"
Fora do Estado,17-9,3,98-99,"23,6585"
Agreste Pernambucano,18-6,3,98-99,"18,0252"
Agreste Pernambucano,18-7,3,98-99,"19,9312"
Agreste Pernambucano,21-5,3,98-99,"27,9663"
Agreste Pernambucano,21-6,3,98-99,"26,0418"
Agreste Pernambucano,22-6,3,98-99,"58,2138"
Fora do Estado,22-7,3,98-99,"58,4239"
Fora do Estado,22-8,3,98-99,"54,0081"
Fora do Estado,22-9,3,98-99,"54,0804"
Fora do Estado,2-2,3,98-99,"109,7560"
Fora do Estado,1-3,3,98-99,"90,8343"
Sertão Pernambucano,5-3,3,98-99,"78,4046"
Sertão Pernambucano,6-4,3,98-99,"47,5010"
São Francisco Pernambucano,3-6,3,98-99,"31,8327"
São Francisco Pernambucano,6-6,3,98-99,"27,2170"
São Francisco Pernambucano,13-6,3,98-99,"21,6219"
Mata Pernambucana,25-6,3,98-99,"81,0604"
São Francisco Pernambucano,4-7,3,98-99,"25,9513"
São Francisco Pernambucano,2-7,3,98-99,"28,4600"
Fora do Estado,7-7,3,98-99,"19,6960"
São Francisco Pernambucano,12-7,3,98-99,"14,0500"
Fora do Estado,26-7,3,98-99,"77,1544"
São Francisco Pernambucano,13-8,3,98-99,"2,2081"
Fora do Estado,12-9,3,98-99,"1,2290"
Fora do Estado,1-1,4,98-99,"28,9780"
Fora do Estado,2-1,4,98-99,"30,8984"
Fora do Estado,5-1,4,98-99,"45,8041"
Sertão Pernambucano,6-1,4,98-99,"75,4521"
Fora do Estado,7-1,4,98-99,"89,8196"
Fora do Estado,8-1,4,98-99,"97,9816"
Fora do Estado,9-1,4,98-99,"95,3319"
Fora do Estado,10-1,4,98-99,"83,0761"
Fora do Estado,11-1,4,98-99,"81,3560"
Fora do Estado,12-1,4,98-99,"85,3647"
Fora do Estado,13-1,4,98-99,"88,8649"
Fora do Estado,14-1,4,98-99,"115,6290"
Fora do Estado,15-1,4,98-99,"123,6860"
Sertão Pernambucano,16-1,4,98-99,"117,3104"
Sertão Pernambucano,17-1,4,98-99,"99,9416"
Fora do Estado,18-1,4,98-99,"57,4521"
Fora do Estado,19-1,4,98-99,"41,6274"
Fora do Estado,20-1,4,98-99,"36,0302"
Fora do Estado,21-1,4,98-99,"38,0582"
Fora do Estado,22-1,4,98-99,"36,7395"
Fora do Estado,23-1,4,98-99,"37,5645"
Fora do Estado,24-1,4,98-99,"42,8018"
Fora do Estado,25-1,4,98-99,"46,5046"
Fora do Estado,26-1,4,98-99,"70,8744"
Fora do Estado,1-2,4,98-99,"24,2816"
Sertão Pernambucano,3-2,4,98-99,"27,9029"
Sertão Pernambucano,4-2,4,98-99,"32,2121"
Sertão Pernambucano,5-2,4,98-99,"40,8182"
Sertão Pernambucano,6-2,4,98-99,"64,2942"
Sertão Pernambucano,7-2,4,98-99,"74,1140"
Sertão Pernambucano,8-2,4,98-99,"79,3647"
Fora do Estado,9-2,4,98-99,"78,7404"
Fora do Estado,10-2,4,98-99,"71,2608"
Fora do Estado,11-2,4,98-99,"69,7932"
Fora do Estado,12-2,4,98-99,"74,7157"
Fora do Estado,13-2,4,98-99,"81,9326"
Fora do Estado,14-2,4,98-99,"109,2871"
Sertão Pernambucano,15-2,4,98-99,"115,3540"
Sertão Pernambucano,16-2,4,98-99,"109,9964"
Fora do Estado,17-2,4,98-99,"97,3750"
Fora do Estado,18-2,4,98-99,"58,3898"
Fora do Estado,20-2,4,98-99,"40,2837"
Fora do Estado,21-2,4,98-99,"43,3312"
Fora do Estado,22-2,4,98-99,"45,7827"
Fora do Estado,23-2,4,98-99,"48,9131"
Mata Pernambucana,24-2,4,98-99,"50,8351"
Mata Pernambucana,25-2,4,98-99,"56,5156"
Mata Pernambucana,26-2,4,98-99,"76,6499"
Fora do Estado,2-3,4,98-99,"23,4638"
Fora do Estado,3-3,4,98-99,"24,3605"
Sertão Pernambucano,4-3,4,98-99,"27,0283"
Sertão Pernambucano,6-3,4,98-99,"48,8017"
Sertão Pernambucano,7-3,4,98-99,"54,4928"
Sertão Pernambucano,8-3,4,98-99,"57,3925"
Sertão Pernambucano,9-3,4,98-99,"57,6285"
Sertão Pernambucano,10-3,4,98-99,"51,9345"
Sertão Pernambucano,11-3,4,98-99,"54,9497"
Sertão Pernambucano,12-3,4,98-99,"61,2612"
Sertão Pernambucano,13-3,4,98-99,"63,3841"
Sertão Pernambucano,14-3,4,98-99,"84,9906"
Sertão Pernambucano,15-3,4,98-99,"99,2819"
Sertão Pernambucano,16-3,4,98-99,"94,5690"
Fora do Estado,17-3,4,98-99,"93,0682"
Fora do Estado,18-3,4,98-99,"57,4141"
Agreste Pernambucano,21-3,4,98-99,"51,9702"
Agreste Pernambucano,22-3,4,98-99,"58,4346"
Agreste Pernambucano,23-3,4,98-99,"65,0134"
Agreste Pernambucano,24-3,4,98-99,"70,2292"
Mata Pernambucana,25-3,4,98-99,"72,0843"
Metropolitana do Recife,26-3,4,98-99,"93,8411"
Fora do Estado,1-4,4,98-99,"20,7049"
Fora do Estado,2-4,4,98-99,"23,2949"
Fora do Estado,3-4,4,98-99,"24,4143"
Sertão Pernambucano,4-4,4,98-99,"25,6022"
Sertão Pernambucano,5-4,4,98-99,"27,0307"
Sertão Pernambucano,7-4,4,98-99,"8,4695"
São Francisco Pernambucano,8-4,4,98-99,"8,7166"
Sertão Pernambucano,9-4,4,98-99,"8,8294"
Sertão Pernambucano,10-4,4,98-99,"20,2515"
Sertão Pernambucano,11-4,4,98-99,"22,0903"
Sertão Pernambucano,12-4,4,98-99,"24,4155"
Sertão Pernambucano,13-4,4,98-99,"27,3909"
Sertão Pernambucano,14-4,4,98-99,"45,0990"
Sertão Pernambucano,15-4,4,98-99,"52,9392"
Sertão Pernambucano,16-4,4,98-99,"54,4935"
Fora do Estado,17-4,4,98-99,"52,1528"
Fora do Estado,18-4,4,98-99,"51,4541"
Agreste Pernambucano,20-4,4,98-99,"52,7595"
Agreste Pernambucano,21-4,4,98-99,"64,0907"
Agreste Pernambucano,22-4,4,98-99,"96,1288"
Agreste Pernambucano,23-4,4,98-99,"110,2350"
Mata Pernambucana,24-4,4,98-99,"119,5213"
Metropolitana do Recife,25-4,4,98-99,"125,1037"
Fora do Estado,26-4,4,98-99,"123,8327"
Fora do Estado,1-5,4,98-99,"17,1859"
São Francisco Pernambucano,2-5,4,98-99,"19,4686"
São Francisco Pernambucano,3-5,4,98-99,"20,5124"
Sertão Pernambucano,4-5,4,98-99,"20,3291"
São Francisco Pernambucano,5-5,4,98-99,"18,2475"
São Francisco Pernambucano,6-5,4,98-99,"4,6117"
São Francisco Pernambucano,7-5,4,98-99,"4,0829"
São Francisco Pernambucano,8-5,4,98-99,"4,0204"
São Francisco Pernambucano,9-5,4,98-99,"4,4426"
São Francisco Pernambucano,10-5,4,98-99,"11,1317"
São Francisco Pernambucano,11-5,4,98-99,"12,4129"
São Francisco Pernambucano,12-5,4,98-99,"15,4126"
Sertão Pernambucano,13-5,4,98-99,"18,3445"
Sertão Pernambucano,14-5,4,98-99,"33,1546"
Sertão Pernambucano,15-5,4,98-99,"36,3141"
Sertão Pernambucano,16-5,4,98-99,"40,6567"
Sertão Pernambucano,17-5,4,98-99,"44,5683"
Agreste Pernambucano,18-5,4,98-99,"46,7320"
Agreste Pernambucano,20-5,4,98-99,"58,7361"
Agreste Pernambucano,22-5,4,98-99,"113,0253"
Agreste Pernambucano,23-5,4,98-99,"134,3107"
Mata Pernambucana,24-5,4,98-99,"144,9954"
Metropolitana do Recife,25-5,4,98-99,"147,9513"
Fora do Estado,26-5,4,98-99,"141,6636"
São Francisco Pernambucano,1-6,4,98-99,"14,1944"
São Francisco Pernambucano,2-6,4,98-99,"16,6554"
São Francisco Pernambucano,4-6,4,98-99,"16,5853"
São Francisco Pernambucano,5-6,4,98-99,"13,2718"
São Francisco Pernambucano,7-6,4,98-99,"2,3238"
Fora do Estado,8-6,4,98-99,"1,6954"
São Francisco Pernambucano,9-6,4,98-99,"2,2569"
São Francisco Pernambucano,10-6,4,98-99,"6,5404"
São Francisco Pernambucano,11-6,4,98-99,"7,7269"
São Francisco Pernambucano,12-6,4,98-99,"9,4010"
Sertão Pernambucano,14-6,4,98-99,"23,2734"
Sertão Pernambucano,15-6,4,98-99,"28,0234"
Agreste Pernambucano,16-6,4,98-99,"32,5186"
Agreste Pernambucano,17-6,4,98-99,"37,2896"
Agreste Pernambucano,19-6,4,98-99,"51,2550"
Agreste Pernambucano,20-6,4,98-99,"61,7428"
Mata Pernambucana,23-6,4,98-99,"150,4286"
Mata Pernambucana,24-6,4,98-99,"162,7080"
Fora do Estado,26-6,4,98-99,"152,9674"
Fora do Estado,1-7,4,98-99,"11,4117"
São Francisco Pernambucano,3-7,4,98-99,"15,3789"
São Francisco Pernambucano,5-7,4,98-99,"12,2701"
Fora do Estado,6-7,4,98-99,"2,5527"
Fora do Estado,8-7,4,98-99,"1,9217"
Fora do Estado,9-7,4,98-99,"2,1273"
Fora do Estado,10-7,4,98-99,"5,6235"
São Francisco Pernambucano,11-7,4,98-99,"6,0448"
São Francisco Pernambucano,13-7,4,98-99,"11,4344"
Sertão Pernambucano,14-7,4,98-99,"23,0790"
Sertão Pernambucano,15-7,4,98-99,"28,0568"
Agreste Pernambucano,19-7,4,98-99,"51,7170"
Agreste Pernambucano,20-7,4,98-99,"60,6696"
Agreste Pernambucano,21-7,4,98-99,"80,8235"
Mata Pernambucana,23-7,4,98-99,"155,1232"
Fora do Estado,24-7,4,98-99,"171,3827"
Fora do Estado,25-7,4,98-99,"166,3664"
Fora do Estado,1-8,4,98-99,"2,8264"
Fora do Estado,2-8,4,98-99,"11,3908"
São Francisco Pernambucano,3-8,4,98-99,"13,3397"
São Francisco Pernambucano,4-8,4,98-99,"13,2500"
Fora do Estado,5-8,4,98-99,"11,1275"
Fora do Estado,6-8,4,98-99,"6,4030"
Fora do Estado,7-8,4,98-99,"4,8774"
Fora do Estado,8-8,4,98-99,"4,3546"
Fora do Estado,9-8,4,98-99,"4,8361"
Fora do Estado,10-8,4,98-99,"3,3411"
Fora do Estado,11-8,4,98-99,"3,6452"
Fora do Estado,12-8,4,98-99,"5,1458"
Fora do Estado,14-8,4,98-99,"22,1300"
Fora do Estado,15-8,4,98-99,"26,2068"
Agreste Pernambucano,20-8,4,98-99,"58,3805"
Fora do Estado,21-8,4,98-99,"78,5773"
Fora do Estado,23-8,4,98-99,"148,7807"
Fora do Estado,24-8,4,98-99,"164,0781"
Fora do Estado,25-8,4,98-99,"161,0824"
Fora do Estado,26-8,4,98-99,"38,6700"
Fora do Estado,1-9,4,98-99,"2,4869"
Fora do Estado,2-9,4,98-99,"8,7969"
São Francisco Pernambucano,3-9,4,98-99,"11,0054"
Fora do Estado,7-9,4,98-99,"5,0622"
Fora do Estado,8-9,4,98-99,"4,5607"
Fora do Estado,11-9,4,98-99,"2,9191"
Fora do Estado,13-9,4,98-99,"7,1661"
Fora do Estado,14-9,4,98-99,"22,7143"
Fora do Estado,15-9,4,98-99,"25,2971"
Fora do Estado,18-9,4,98-99,"40,1267"
Fora do Estado,19-9,4,98-99,"45,7979"
Fora do Estado,20-9,4,98-99,"59,5757"
Fora do Estado,21-9,4,98-99,"80,7371"
Fora do Estado,23-9,4,98-99,"151,0348"
Fora do Estado,24-9,4,98-99,"166,8514"
Fora do Estado,25-9,4,98-99,"160,4664"
Fora do Estado,26-9,4,98-99,"29,4300"
Fora do Estado,3-1,4,98-99,"30,6688"
Sertão Pernambucano,4-1,4,98-99,"36,1743"
Agreste Pernambucano,20-3,4,98-99,"44,6958"
Fora do Estado,19-2,4,98-99,"43,8015"
Fora do Estado,19-3,4,98-99,"44,7633"
Agreste Pernambucano,19-4,4,98-99,"48,4166"
Agreste Pernambucano,19-5,4,98-99,"48,6773"
São Francisco Pernambucano,4-9,4,98-99,"11,5713"
Fora do Estado,5-9,4,98-99,"10,4258"
Fora do Estado,6-9,4,98-99,"6,0898"
Fora do Estado,9-9,4,98-99,"4,5896"
Fora do Estado,10-9,4,98-99,"2,8996"
Agreste Pernambucano,17-7,4,98-99,"36,0540"
Fora do Estado,16-8,4,98-99,"30,9498"
Fora do Estado,16-9,4,98-99,"35,1714"
Agreste Pernambucano,16-7,4,98-99,"31,0717"
Agreste Pernambucano,19-8,4,98-99,"46,7450"
Agreste Pernambucano,18-8,4,98-99,"41,0681"
Agreste Pernambucano,17-8,4,98-99,"36,5120"
Fora do Estado,17-9,4,98-99,"36,8098"
Agreste Pernambucano,18-6,4,98-99,"44,3609"
Agreste Pernambucano,18-7,4,98-99,"46,6874"
Agreste Pernambucano,21-5,4,98-99,"73,5791"
Agreste Pernambucano,21-6,4,98-99,"78,9897"
Agreste Pernambucano,22-6,4,98-99,"122,6514"
Fora do Estado,22-7,4,98-99,"124,2696"
Fora do Estado,22-8,4,98-99,"126,5205"
Fora do Estado,22-9,4,98-99,"126,7578"
Fora do Estado,2-2,4,98-99,"26,9508"
Fora do Estado,1-3,4,98-99,"21,2346"
Sertão Pernambucano,5-3,4,98-99,"31,5484"
Sertão Pernambucano,6-4,4,98-99,"7,9711"
São Francisco Pernambucano,3-6,4,98-99,"17,8622"
São Francisco Pernambucano,6-6,4,98-99,"3,0812"
São Francisco Pernambucano,13-6,4,98-99,"12,7703"
Mata Pernambucana,25-6,4,98-99,"161,7560"
São Francisco Pernambucano,4-7,4,98-99,"14,8764"
São Francisco Pernambucano,2-7,4,98-99,"13,7228"
Fora do Estado,7-7,4,98-99,"4,1410"
São Francisco Pernambucano,12-7,4,98-99,"8,1421"
Fora do Estado,26-7,4,98-99,"154,7041"
São Francisco Pernambucano,13-8,4,98-99,"8,0546"
Fora do Estado,12-9,4,98-99,"4,3310"
Fora do Estado,1-1,5,98-99,"11,5111"
Fora do Estado,2-1,5,98-99,"11,2409"
Fora do Estado,5-1,5,98-99,"11,8957"
Sertão Pernambucano,6-1,5,98-99,"16,4099"
Fora do Estado,7-1,5,98-99,"18,1101"
Fora do Estado,8-1,5,98-99,"17,1981"
Fora do Estado,9-1,5,98-99,"13,9213"
Fora do Estado,10-1,5,98-99,"0,3030"
Fora do Estado,11-1,5,98-99,"0,4213"
Fora do Estado,12-1,5,98-99,"0,5088"
Fora do Estado,13-1,5,98-99,"0,6084"
Fora do Estado,14-1,5,98-99,"9,8636"
Fora do Estado,15-1,5,98-99,"9,9052"
Sertão Pernambucano,16-1,5,98-99,"11,6444"
Sertão Pernambucano,17-1,5,98-99,"13,2325"
Fora do Estado,18-1,5,98-99,"5,5035"
Fora do Estado,19-1,5,98-99,"4,1806"
Fora do Estado,20-1,5,98-99,"5,3320"
Fora do Estado,21-1,5,98-99,"11,8422"
Fora do Estado,22-1,5,98-99,"51,8595"
Fora do Estado,23-1,5,98-99,"68,1863"
Fora do Estado,24-1,5,98-99,"86,9800"
Fora do Estado,25-1,5,98-99,"104,8387"
Fora do Estado,26-1,5,98-99,"145,8288"
Fora do Estado,1-2,5,98-99,"10,5227"
Sertão Pernambucano,3-2,5,98-99,"9,4976"
Sertão Pernambucano,4-2,5,98-99,"9,3838"
Sertão Pernambucano,5-2,5,98-99,"10,5798"
Sertão Pernambucano,6-2,5,98-99,"13,9492"
Sertão Pernambucano,7-2,5,98-99,"15,0261"
Sertão Pernambucano,8-2,5,98-99,"13,7745"
Fora do Estado,9-2,5,98-99,"10,0187"
Fora do Estado,10-2,5,98-99,"0,3692"
Fora do Estado,11-2,5,98-99,"0,4868"
Fora do Estado,12-2,5,98-99,"0,5911"
Fora do Estado,13-2,5,98-99,"0,6641"
Fora do Estado,14-2,5,98-99,"7,2095"
Sertão Pernambucano,15-2,5,98-99,"8,1353"
Sertão Pernambucano,16-2,5,98-99,"9,4293"
Fora do Estado,17-2,5,98-99,"11,8002"
Fora do Estado,18-2,5,98-99,"4,6528"
Fora do Estado,20-2,5,98-99,"7,3745"
Fora do Estado,21-2,5,98-99,"13,6464"
Fora do Estado,22-2,5,98-99,"56,5658"
Fora do Estado,23-2,5,98-99,"74,3104"
Mata Pernambucana,24-2,5,98-99,"90,3255"
Mata Pernambucana,25-2,5,98-99,"110,2804"
Mata Pernambucana,26-2,5,98-99,"151,3186"
Fora do Estado,2-3,5,98-99,"8,8489"
Fora do Estado,3-3,5,98-99,"7,6859"
Sertão Pernambucano,4-3,5,98-99,"7,7332"
Sertão Pernambucano,6-3,5,98-99,"11,4228"
Sertão Pernambucano,7-3,5,98-99,"12,6019"
Sertão Pernambucano,8-3,5,98-99,"11,1141"
Sertão Pernambucano,9-3,5,98-99,"7,6205"
Sertão Pernambucano,10-3,5,98-99,"0,5322"
Sertão Pernambucano,11-3,5,98-99,"0,5906"
Sertão Pernambucano,12-3,5,98-99,"0,8696"
Sertão Pernambucano,13-3,5,98-99,"0,7697"
Sertão Pernambucano,14-3,5,98-99,"5,3722"
Sertão Pernambucano,15-3,5,98-99,"6,7453"
Sertão Pernambucano,16-3,5,98-99,"9,0034"
Fora do Estado,17-3,5,98-99,"11,8805"
Fora do Estado,18-3,5,98-99,"4,5512"
Agreste Pernambucano,21-3,5,98-99,"16,5581"
Agreste Pernambucano,22-3,5,98-99,"63,0997"
Agreste Pernambucano,23-3,5,98-99,"82,7266"
Agreste Pernambucano,24-3,5,98-99,"98,5549"
Mata Pernambucana,25-3,5,98-99,"115,6631"
Metropolitana do Recife,26-3,5,98-99,"155,1700"
Fora do Estado,1-4,5,98-99,"9,7695"
Fora do Estado,2-4,5,98-99,"2,9522"
Fora do Estado,3-4,5,98-99,"2,2059"
Sertão Pernambucano,4-4,5,98-99,"1,9150"
Sertão Pernambucano,5-4,5,98-99,"2,0800"
Sertão Pernambucano,7-4,5,98-99,"3,8998"
São Francisco Pernambucano,8-4,5,98-99,"3,3759"
Sertão Pernambucano,9-4,5,98-99,"2,5757"
Sertão Pernambucano,10-4,5,98-99,"0,5466"
Sertão Pernambucano,11-4,5,98-99,"0,6741"
Sertão Pernambucano,12-4,5,98-99,"0,7585"
Sertão Pernambucano,13-4,5,98-99,"0,8500"
Sertão Pernambucano,14-4,5,98-99,"1,9689"
Sertão Pernambucano,15-4,5,98-99,"3,1894"
Sertão Pernambucano,16-4,5,98-99,"3,4478"
Fora do Estado,17-4,5,98-99,"5,6860"
Fora do Estado,18-4,5,98-99,"15,1671"
Agreste Pernambucano,20-4,5,98-99,"28,2829"
Agreste Pernambucano,21-4,5,98-99,"42,9296"
Agreste Pernambucano,22-4,5,98-99,"74,8529"
Agreste Pernambucano,23-4,5,98-99,"96,5433"
Mata Pernambucana,24-4,5,98-99,"115,6687"
Metropolitana do Recife,25-4,5,98-99,"131,3778"
Fora do Estado,26-4,5,98-99,"159,6394"
Fora do Estado,1-5,5,98-99,"9,0338"
São Francisco Pernambucano,2-5,5,98-99,"2,4468"
São Francisco Pernambucano,3-5,5,98-99,"1,4340"
Sertão Pernambucano,4-5,5,98-99,"0,9956"
São Francisco Pernambucano,5-5,5,98-99,"1,0508"
São Francisco Pernambucano,6-5,5,98-99,"1,5286"
São Francisco Pernambucano,7-5,5,98-99,"1,7836"
São Francisco Pernambucano,8-5,5,98-99,"1,7970"
São Francisco Pernambucano,9-5,5,98-99,"1,5515"
São Francisco Pernambucano,10-5,5,98-99,"0,6249"
São Francisco Pernambucano,11-5,5,98-99,"0,7867"
São Francisco Pernambucano,12-5,5,98-99,"0,8694"
Sertão Pernambucano,13-5,5,98-99,"0,9297"
